# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
STD1	YOR047C	YOR047C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
STE11	YLR362W	YLR362W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
STE5	YDR103W	YDR103W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
STH1	YIL126W	YIL126W_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
STM1	YLR150W	YLR150W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
STT4	YLR305C	YLR305C_mRNA	protein_coding	3	0	15	4	0	0	0	0	0	3	11
SUB1	YMR039C	YMR039C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SUF23	tG(GCC)J2	tG(GCC)J2_tRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
SUF6	tG(UCC)N	tG(UCC)N_tRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
SUF7	tP(UGG)M	tP(UGG)M_tRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
SUL2	YLR092W	YLR092W_mRNA	protein_coding	3	1	9	2	0	1	0	0	0	3	7
SUP4	tY(GUA)J2	tY(GUA)J2_tRNA	protein_coding	0	0	19	10	0	0	0	0	0	0	9
SUP5	tY(GUA)M1	tY(GUA)M1_tRNA	protein_coding	0	0	5	4	0	0	0	0	0	0	1
SUP54	tL(CAA)G2	tL(CAA)G2_tRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
SUR7	YML052W	YML052W_mRNA	protein_coding	0	0	9	8	0	0	0	0	0	0	1
SWF1	YDR126W	YDR126W_mRNA	protein_coding	2	0	10	1	0	0	0	0	0	2	9
SWH1	YAR042W	YAR042W_mRNA	protein_coding	1	1	0	0	0	1	0	0	0	1	0
SWP82	YFL049W	YFL049W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
SYG1	YIL047C	YIL047C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
SYM1	YLR251W	YLR251W_mRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
TAD3	YLR316C	YLR316C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TAE1	YBR261C	YBR261C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
TAF13	YML098W	YML098W_mRNA	protein_coding	0	0	6	2	0	0	0	0	0	0	4
TAF2	YCR042C	YCR042C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
TAF8	YML114C	YML114C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
TAH11	YJR046W	YJR046W_mRNA	protein_coding	4	0	11	7	0	0	0	0	0	4	4
TAL1	YLR354C	YLR354C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TAM41	YGR046W	YGR046W_mRNA	protein_coding	0	0	17	8	0	0	0	0	0	0	9
TAO3	YIL129C	YIL129C_mRNA	protein_coding	3	0	1	0	0	0	0	0	0	3	1
TAT1	YBR069C	YBR069C_mRNA	protein_coding	1	1	1	1	0	1	0	0	0	1	0
TCB3	YML072C	YML072C_mRNA	protein_coding	2	2	4	3	0	2	0	0	0	2	1
TCM62	YBR044C	YBR044C_mRNA	protein_coding	3	0	4	4	0	0	0	0	0	3	0
TDA11	YHR159W	YHR159W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
TDA9	YML081W	YML081W_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
TDP1	YBR223C	YBR223C_mRNA	protein_coding	1	0	4	2	0	0	0	0	0	1	2
TEA1	YOR337W	YOR337W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
TEM1	YML064C	YML064C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
TFC4	YGR047C	YGR047C_mRNA	protein_coding	4	0	14	6	0	0	0	0	0	4	8
TFC7	YOR110W	YOR110W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
THG1	YGR024C	YGR024C_mRNA	protein_coding	0	0	9	9	0	0	0	0	0	0	0
THI2	YBR240C	YBR240C_mRNA	protein_coding	1	0	4	3	0	0	0	0	0	1	1
THI7	YLR237W	YLR237W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
TIM12	YBR091C	YBR091C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TIM21	YGR033C	YGR033C_mRNA	protein_coding	1	0	3	1	0	0	0	0	0	1	2
TIP1	YBR067C	YBR067C_mRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
TIR3	YIL011W	YIL011W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
TIS11	YLR136C	YLR136C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TMA10	YLR327C	YLR327C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
TMA64	YDR117C	YDR117C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
TMA7	YLR262C-A	YLR262C-A_mRNA	protein_coding	0	0	10	6	0	0	0	0	0	0	4
TMN2	YDR107C	YDR107C_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
TMS1	YDR105C	YDR105C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TOM40	YMR203W	YMR203W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TOM6	YOR045W	YOR045W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TOM70	YNL121C	YNL121C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TOP3	YLR234W	YLR234W_mRNA	protein_coding	3	0	0	0	0	0	0	0	0	3	0
TOR1	YJR066W	YJR066W_mRNA	protein_coding	3	3	12	6	0	3	0	0	0	3	6
TPO2	YGR138C	YGR138C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
TRM1	YDR120C	YDR120C_mRNA	protein_coding	2	0	4	2	0	0	0	0	0	2	2
TRM5	YHR070W	YHR070W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TRM7	YBR061C	YBR061C_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
TRR4	tR(CCG)L	tR(CCG)L_tRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
TRS20	YBR254C	YBR254C_mRNA	protein_coding	2	0	8	2	0	0	0	0	0	2	6
TRS65	YGR166W	YGR166W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
TRS85	YDR108W	YDR108W_mRNA	protein_coding	0	1	2	2	0	1	0	0	0	0	0
TRX1	YLR043C	YLR043C_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
TSA1	YML028W	YML028W_mRNA	protein_coding	2	0	15	0	0	0	0	0	0	2	15
TSC3	YBR058C-A	YBR058C-A_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
TSL1	YML100W	YML100W_mRNA	protein_coding	1	0	6	5	0	0	0	0	0	1	1
TUB1	YML085C	YML085C_mRNA	protein_coding	1	0	5	2	0	0	0	0	0	1	3
TUB3	YML124C	YML124C_mRNA	protein_coding	4	0	23	10	1	0	0	0	0	4	12
TUB4	YLR212C	YLR212C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
TVP15	YDR100W	YDR100W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
UBC11	YOR339C	YOR339C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
UBC12	YLR306W	YLR306W_mRNA	protein_coding	1	0	13	9	0	0	0	0	0	1	4
UBC4	YBR082C	YBR082C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
UBP14	YBR058C	YBR058C_mRNA	protein_coding	1	0	2	1	0	0	0	0	0	1	1
UBR2	YLR024C	YLR024C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
UCC1	YLR224W	YLR224W_mRNA	protein_coding	1	2	5	2	0	2	0	0	0	1	3
UFD1	YGR048W	YGR048W_mRNA	protein_coding	3	0	11	6	0	0	0	0	0	3	5
UFD4	YKL010C	YKL010C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
UFO1	YML088W	YML088W_mRNA	protein_coding	0	0	5	3	0	0	0	0	0	0	2
UGA1	YGR019W	YGR019W_mRNA	protein_coding	0	0	9	9	0	0	0	0	0	0	0
UGA2	YBR006W	YBR006W_mRNA	protein_coding	3	0	14	7	0	0	0	0	0	3	7
UIP4	YPL186C	YPL186C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
ULA1	YPL003W	YPL003W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
UPF3	YGR072W	YGR072W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
URA5	YML106W	YML106W_mRNA	protein_coding	1	0	11	3	0	0	0	0	0	1	8
URB1	YKL014C	YKL014C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
URB2	YJR041C	YJR041C_mRNA	protein_coding	4	1	9	6	0	1	0	0	0	4	3
USA1	YML029W	YML029W_mRNA	protein_coding	8	3	9	2	0	3	0	0	0	8	7
USB1	YLR132C	YLR132C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
UTP13	YLR222C	YLR222C_mRNA	protein_coding	1	1	5	2	0	1	0	0	0	1	3
UTP14	YML093W	YML093W_mRNA	protein_coding	3	0	6	4	0	0	0	0	0	3	2
UTP20	YBL004W	YBL004W_mRNA	protein_coding	5	3	4	3	0	3	0	0	0	5	1
UTP8	YGR128C	YGR128C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
UTP9	YHR196W	YHR196W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
UTR1	YJR049C	YJR049C_mRNA	protein_coding	0	0	13	11	0	0	0	0	0	0	2
VAC17	YCL063W	YCL063W_mRNA	protein_coding	1	2	15	12	0	2	0	0	0	1	3
VAM10	YOR068C	YOR068C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
VAM7	YGL212W	YGL212W_mRNA	protein_coding	0	1	4	2	0	1	0	0	0	0	2
VAN1	YML115C	YML115C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
VBA3	YCL069W	YCL069W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
VBA4	YDR119W	YDR119W_mRNA	protein_coding	1	0	4	4	0	0	0	0	0	1	0
VBA5	YKR105C	YKR105C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
VHS2	YIL135C	YIL135C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
VID30	YGL227W	YGL227W_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
VMA4	YOR332W	YOR332W_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
VMA7	YGR020C	YGR020C_mRNA	protein_coding	1	0	8	0	0	0	0	0	0	1	8
VPS34	YLR240W	YLR240W_mRNA	protein_coding	2	0	2	2	0	0	0	0	0	2	0
VPS5	YOR069W	YOR069W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
VPS55	YJR044C	YJR044C_mRNA	protein_coding	0	0	11	3	0	0	0	0	0	0	8
VPS63	YLR261C	YLR261C_mRNA	protein_coding	0	0	12	8	0	0	0	0	0	0	4
VPS71	YML041C	YML041C_mRNA	protein_coding	1	0	3	3	0	0	0	0	0	1	0
VPS9	YML097C	YML097C_mRNA	protein_coding	0	1	7	4	0	1	0	0	0	0	3
VRG4	YGL225W	YGL225W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
VRP1	YLR337C	YLR337C_mRNA	protein_coding	1	2	4	0	0	2	0	0	0	1	4
WAR1	YML076C	YML076C_mRNA	protein_coding	0	2	1	0	0	2	0	0	0	0	1
XBP1	YIL101C	YIL101C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
XDJ1	YLR090W	YLR090W_mRNA	protein_coding	2	1	8	6	0	1	0	0	0	2	2
XYL2	YLR070C	YLR070C_mRNA	protein_coding	0	1	7	7	0	1	0	0	0	0	0
YAE1	YJR067C	YJR067C_mRNA	protein_coding	0	0	11	2	0	0	0	0	0	0	9
YAF9	YNL107W	YNL107W_mRNA	protein_coding	1	0	15	8	0	0	0	0	0	1	7
YAL063C-A	YAL063C-A	YAL063C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YAL064W	YAL064W	YAL064W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YAP1801	YHR161C	YHR161C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YAR035C-A	YAR035C-A	YAR035C-A_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YAT1	YAR035W	YAR035W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YBL005W-A	YBL005W-A	YBL005W-A		0	0	6	1	0	0	0	0	0	0	5
YBL005W-B	YBL005W-B	YBL005W-B		0	0	8	3	0	0	0	0	0	0	5
YBL006W-A	YBL006W-A	YBL006W-A_mRNA	protein_coding	0	0	10	5	0	0	0	0	0	0	5
YBL008W-A	YBL008W-A	YBL008W-A_mRNA	protein_coding	0	0	13	6	0	0	0	0	0	0	7
YBL010C	YBL010C	YBL010C_mRNA	protein_coding	0	0	19	13	0	0	0	0	0	0	6
YBL012C	YBL012C	YBL012C_mRNA	protein_coding	0	2	19	9	0	2	0	0	0	0	10
YBL028C	YBL028C	YBL028C_mRNA	protein_coding	0	0	6	1	0	0	0	0	0	0	5
YBL029C-A	YBL029C-A	YBL029C-A_mRNA	protein_coding	0	0	5	0	0	0	0	0	0	0	5
YBL029W	YBL029W	YBL029W_mRNA	protein_coding	0	1	4	4	0	1	0	0	0	0	0
YBL100W-A	YBL100W-A	YBL100W-A		0	0	1	0	0	0	1	0	0	0	0
YBL100W-B	YBL100W-B	YBL100W-B		0	0	1	0	0	0	1	0	0	0	0
YBL100W-C	YBL100W-C	YBL100W-C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YBP1	YBR216C	YBR216C_mRNA	protein_coding	1	0	1	1	0	0	0	0	0	1	0
YBR012C	YBR012C	YBR012C_mRNA	protein_coding	0	0	5	5	0	0	0	0	0	0	0
YBR012W-A	YBR012W-A	YBR012W-A		0	0	3	0	0	0	0	0	0	0	3
YBR012W-B	YBR012W-B	YBR012W-B		0	0	9	6	0	0	0	0	0	0	3
YBR013C	YBR013C	YBR013C_mRNA	protein_coding	0	0	7	0	0	0	0	0	0	0	7
YBR016W	YBR016W	YBR016W_mRNA	protein_coding	1	0	11	5	0	0	0	0	0	1	6
YBR051W	YBR051W	YBR051W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YBR053C	YBR053C	YBR053C_mRNA	protein_coding	1	1	1	1	0	1	0	0	0	1	0
YBR056C-B	YBR056C-B	YBR056C-B_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YBR056W	YBR056W	YBR056W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YBR056W-A	YBR056W-A	YBR056W-A_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YBR062C	YBR062C	YBR062C_mRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
YBR063C	YBR063C	YBR063C_mRNA	protein_coding	0	0	4	2	0	0	0	0	0	0	2
YBR064W	YBR064W	YBR064W_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YBR071W	YBR071W	YBR071W_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
YBR072C-A	YBR072C-A	YBR072C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YBR074W	YBR074W	YBR074W_mRNA	protein_coding	1	0	1	0	0	0	0	0	0	1	1
YBR076C-A	YBR076C-A	YBR076C-A_mRNA	protein_coding	0	0	5	1	0	0	0	0	0	0	4
YBR085C-A	YBR085C-A	YBR085C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YBR089W	YBR089W	YBR089W_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YBR090C	YBR090C	YBR090C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YBR209W	YBR209W	YBR209W_mRNA	protein_coding	0	1	2	2	0	1	0	0	0	0	0
YBR219C	YBR219C	YBR219C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YBR220C	YBR220C	YBR220C_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
YBR221W-A	YBR221W-A	YBR221W-A_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YBR223W-A	YBR223W-A	YBR223W-A_mRNA	protein_coding	0	0	5	3	0	0	0	0	0	0	2
YBR224W	YBR224W	YBR224W_mRNA	protein_coding	0	1	4	1	0	1	0	0	0	0	3
YBR225W	YBR225W	YBR225W_mRNA	protein_coding	0	0	5	1	0	0	0	0	0	0	4
YBR226C	YBR226C	YBR226C_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YBR238C	YBR238C	YBR238C_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
YBR241C	YBR241C	YBR241C_mRNA	protein_coding	0	0	5	4	0	0	0	0	0	0	1
YBR242W	YBR242W	YBR242W_mRNA	protein_coding	0	0	4	0	0	0	0	0	0	0	4
YBR259W	YBR259W	YBR259W_mRNA	protein_coding	0	1	7	0	0	1	0	0	0	0	7
YBR262C	YBR262C	YBR262C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YCL023C	YCL023C	YCL023C_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YCL041C	YCL041C	YCL041C_mRNA	protein_coding	0	0	11	7	0	0	0	0	0	0	4
YCL042W	YCL042W	YCL042W_mRNA	protein_coding	0	1	10	3	0	1	0	0	0	0	7
YCL046W	YCL046W	YCL046W_mRNA	protein_coding	0	0	14	7	0	0	0	0	0	0	7
YCL048W-A	YCL048W-A	YCL048W-A_mRNA	protein_coding	0	0	24	7	0	0	0	0	0	0	17
YCL049C	YCL049C	YCL049C_mRNA	protein_coding	0	3	19	15	0	3	0	0	0	0	4
YCL057C-A	YCL057C-A	YCL057C-A_mRNA	protein_coding	1	0	24	13	0	0	0	0	0	1	11
YCL065W	YCL065W	YCL065W_mRNA	protein_coding	0	0	6	6	0	0	0	0	0	0	0
YCL068C	YCL068C	YCL068C_mRNA	protein_coding	0	0	4	1	0	0	0	0	0	0	3
YCL074W	YCL074W	YCL074W	pseudogene	0	0	8	1	0	0	5	0	0	0	2
YCL075W	YCL075W	YCL075W	pseudogene	1	0	6	5	0	0	1	1	0	0	1
YCL076W	YCL076W	YCL076W_mRNA	protein_coding	0	1	6	6	0	1	0	0	0	0	0
YCR034W	YCR034W	YCR034W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YCR038W-A	YCR038W-A	YCR038W-A_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YCR041W	YCR041W	YCR041W_mRNA	protein_coding	0	0	3	0	0	0	0	0	0	0	3
YCS4	YLR272C	YLR272C_mRNA	protein_coding	2	0	9	3	0	0	0	0	0	2	6
YDC1	YPL087W	YPL087W_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
YDL228C	YDL228C	YDL228C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YDR094W	YDR094W	YDR094W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YDR095C	YDR095C	YDR095C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YDR098C-A	YDR098C-A	YDR098C-A		0	0	1	0	0	0	0	0	0	0	1
YDR098C-B	YDR098C-B	YDR098C-B		0	0	2	1	0	0	0	0	0	0	1
YDR109C	YDR109C	YDR109C_mRNA	protein_coding	1	0	3	1	0	0	0	0	0	1	2
YDR114C	YDR114C	YDR114C_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YDR118W-A	YDR118W-A	YDR118W-A_mRNA	protein_coding	0	0	4	4	0	0	0	0	0	0	0
YDR124W	YDR124W	YDR124W_mRNA	protein_coding	3	0	10	4	0	0	0	0	0	3	6
YDR271C	YDR271C	YDR271C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YDR274C	YDR274C	YDR274C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YEF3	YLR249W	YLR249W_mRNA	protein_coding	0	1	6	3	0	1	0	0	0	0	3
YEH2	YLR020C	YLR020C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YEL023C	YEL023C	YEL023C_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
YEL025C	YEL025C	YEL025C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YEL028W	YEL028W	YEL028W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YEL030C-A	YEL030C-A	YEL030C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YEL053W-A	YEL053W-A	YEL053W-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YER006C-A	YER006C-A	YER006C-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YER066C-A	YER066C-A	YER066C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YER067C-A	YER067C-A	YER067C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YER068C-A	YER068C-A	YER068C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YET2	YMR040W	YMR040W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YFL051C	YFL051C	YFL051C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YFL052W	YFL052W	YFL052W_mRNA	protein_coding	0	1	0	0	0	1	0	0	0	0	0
YFR034W-A	YFR034W-A	YFR034W-A_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YFR035C	YFR035C	YFR035C_mRNA	protein_coding	0	0	2	0	0	0	0	0	0	0	2
YFR036W-A	YFR036W-A	YFR036W-A_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YFR045W	YFR045W	YFR045W_mRNA	protein_coding	1	0	1	0	0	0	0	0	0	1	1
YGL034C	YGL034C	YGL034C_mRNA	protein_coding	0	0	3	3	0	0	0	0	0	0	0
YGL036W	YGL036W	YGL036W_mRNA	protein_coding	1	0	5	2	0	0	0	0	0	1	3
YGL039W	YGL039W	YGL039W_mRNA	protein_coding	0	0	4	3	0	0	0	0	0	0	1
YGL041C	YGL041C	YGL041C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGL041C-B	YGL041C-B	YGL041C-B_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGL041W-A	YGL041W-A	YGL041W-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YGL042C	YGL042C	YGL042C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGL052W	YGL052W	YGL052W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGL214W	YGL214W	YGL214W_mRNA	protein_coding	0	0	9	3	0	0	0	0	0	0	6
YGL217C	YGL217C	YGL217C_mRNA	protein_coding	0	0	6	0	0	0	0	0	0	0	6
YGL218W	YGL218W	YGL218W_mRNA	protein_coding	0	0	6	6	0	0	0	0	0	0	0
YGL220W	YGL220W	YGL220W_mRNA	protein_coding	0	0	6	6	0	0	0	0	0	0	0
YGL235W	YGL235W	YGL235W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGL239C	YGL239C	YGL239C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGP1	YNL160W	YNL160W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR016W	YGR016W	YGR016W_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YGR017W	YGR017W	YGR017W_mRNA	protein_coding	0	0	7	7	0	0	0	0	0	0	0
YGR018C	YGR018C	YGR018C_mRNA	protein_coding	0	0	7	0	0	0	0	0	0	0	7
YGR021W	YGR021W	YGR021W_mRNA	protein_coding	3	0	6	5	0	0	0	0	0	3	1
YGR022C	YGR022C	YGR022C_mRNA	protein_coding	1	0	8	5	0	0	0	0	0	1	3
YGR025W	YGR025W	YGR025W_mRNA	protein_coding	0	0	8	0	0	0	0	0	0	0	8
YGR026W	YGR026W	YGR026W_mRNA	protein_coding	0	0	7	0	0	0	0	0	0	0	7
YGR027W-A	YGR027W-A	YGR027W-A		0	0	1	0	0	0	0	0	0	0	1
YGR027W-B	YGR027W-B	YGR027W-B		0	0	3	2	0	0	0	0	0	0	1
YGR035C	YGR035C	YGR035C_mRNA	protein_coding	0	0	3	2	0	0	0	0	0	0	1
YGR035W-A	YGR035W-A	YGR035W-A_mRNA	protein_coding	0	0	3	1	0	0	0	0	0	0	2
YGR038C-A	YGR038C-A	YGR038C-A		0	0	1	0	0	0	0	0	0	0	1
YGR038C-B	YGR038C-B	YGR038C-B		0	0	2	1	0	0	0	0	0	0	1
YGR039W	YGR039W	YGR039W_mRNA	protein_coding	0	1	9	8	0	1	0	0	0	0	1
YGR045C	YGR045C	YGR045C_mRNA	protein_coding	0	1	13	7	0	1	0	0	0	0	6
YGR050C	YGR050C	YGR050C_mRNA	protein_coding	0	1	13	8	0	1	0	0	0	0	5
YGR051C	YGR051C	YGR051C_mRNA	protein_coding	0	1	13	8	0	1	0	0	0	0	5
YGR053C	YGR053C	YGR053C_mRNA	protein_coding	0	0	10	8	0	0	0	0	0	0	2
YGR054W	YGR054W	YGR054W_mRNA	protein_coding	1	0	11	5	0	0	0	0	0	1	6
YGR073C	YGR073C	YGR073C_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YGR114C	YGR114C	YGR114C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR115C	YGR115C	YGR115C_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR117C	YGR117C	YGR117C_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YGR121W-A	YGR121W-A	YGR121W-A_mRNA	protein_coding	0	0	2	1	0	0	0	0	0	0	1
YGR122C-A	YGR122C-A	YGR122C-A_mRNA	protein_coding	0	0	2	2	0	0	0	0	0	0	0
YGR122W	YGR122W	YGR122W_mRNA	protein_coding	1	0	1	0	0	0	0	0	0	1	1
YGR125W	YGR125W	YGR125W_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
YGR126W	YGR126W	YGR126W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR127W	YGR127W	YGR127W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR137W	YGR137W	YGR137W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YGR139W	YGR139W	YGR139W_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
YGR164W	YGR164W	YGR164W_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YGR168C	YGR168C	YGR168C_mRNA	protein_coding	1	0	0	0	0	0	0	0	0	1	0
YGR169C-A	YGR169C-A	YGR169C-A_mRNA	protein_coding	0	0	1	1	0	0	0	0	0	0	0
YHC1	YLR298C	YLR298C_mRNA	protein_coding	0	0	6	5	0	0	0	0	0	0	1
YHR069C-A	YHR069C-A	YHR069C-A_mRNA	protein_coding	0	0	1	0	0	0	0	0	0	0	1
