# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PRP28	YDR243C	YDR243C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP3	YDR473C	YDR473C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP31	YGR091W	YGR091W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	0	9	0	0	0	0	0	0	0	0	0	9
PRP46	YPL151C	YPL151C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PRP6	YBR055C	YBR055C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
PSD2	YGR170W	YGR170W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	0	2	14	0	0	2	0	0	0	0	0	0	14
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
PTC1	YDL006W	YDL006W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PTI1	YGR156W	YGR156W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PTK2	YJR059W	YJR059W_mRNA	protein_coding	0	2	2	19	5	0	2	0	0	0	0	0	2	14
PUB1	YNL016W	YNL016W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PUF4	YGL014W	YGL014W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PUP1	YOR157C	YOR157C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PUP3	YER094C	YER094C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PUT1	YLR142W	YLR142W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PUT3	YKL015W	YKL015W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
PUT4	YOR348C	YOR348C_mRNA	protein_coding	0	3	0	2	2	0	0	0	0	0	0	0	3	0
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
PYC2	YBR218C	YBR218C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
PZF1	YPR186C	YPR186C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
QCR2	YPR191W	YPR191W_mRNA	protein_coding	0	0	0	13	0	0	0	0	0	0	0	0	0	13
QDR1	YIL120W	YIL120W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
QDR2	YIL121W	YIL121W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
QDR3	YBR043C	YBR043C_mRNA	protein_coding	0	2	0	3	2	0	0	0	0	0	0	0	2	1
RAD10	YML095C	YML095C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD2	YGR258C	YGR258C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RAD26	YJR035W	YJR035W_mRNA	protein_coding	0	5	3	20	14	0	3	0	0	0	0	0	5	6
RAD5	YLR032W	YLR032W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD51	YER095W	YER095W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD52	YML032C	YML032C_mRNA	protein_coding	0	0	1	27	10	0	1	0	0	0	0	0	0	17
RAD53	YPL153C	YPL153C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	3	0	15	11	0	0	0	0	0	0	0	3	4
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RAV1	YJR033C	YJR033C_mRNA	protein_coding	0	4	2	18	7	0	2	0	0	0	0	0	4	11
RAX2	YLR084C	YLR084C_mRNA	protein_coding	0	1	4	15	6	0	4	0	0	0	0	0	1	9
RBH2	YJR030C	YJR030C_mRNA	protein_coding	0	1	0	12	0	0	0	0	0	0	0	0	1	12
RBK1	YCR036W	YCR036W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
RCF1	YML030W	YML030W_mRNA	protein_coding	0	1	0	21	12	0	0	0	0	0	0	0	1	9
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	0	1	0	24	10	0	0	0	0	0	0	0	1	14
RCR1	YBR005W	YBR005W_mRNA	protein_coding	0	1	1	21	10	0	1	0	0	0	0	0	1	11
RDH54	YBR073W	YBR073W_mRNA	protein_coding	0	1	1	4	2	0	1	0	0	0	0	0	1	2
RDL1	YOR285W	YOR285W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RDL2	YOR286W	YOR286W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RDN25-1	RDN25-1	RDN25-1_rRNA	rRNA	0	0	0	3	3	0	0	0	0	0	0	0	0	0
RDN37-1	RDN37-1	RDN37-1_rRNA	rRNA	0	0	0	3	3	0	0	0	0	0	0	0	0	0
RDT1	YCL054W-A	YCL054W-A_mRNA	protein_coding	0	0	0	17	7	0	0	0	0	0	0	0	0	10
REB1	YBR049C	YBR049C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
REC102	YLR329W	YLR329W_mRNA	protein_coding	0	0	0	2	1	1	0	0	0	0	0	0	0	0
REC104	YHR157W	YHR157W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RED1	YLR263W	YLR263W_mRNA	protein_coding	0	7	5	19	9	0	5	0	0	0	0	0	7	10
REE1	YJL217W	YJL217W_mRNA	protein_coding	0	0	0	5	3	0	0	0	0	0	0	0	0	2
REG2	YBR050C	YBR050C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RER2	YBR002C	YBR002C_mRNA	protein_coding	0	1	1	20	11	0	1	0	0	0	0	0	1	9
REV1	YOR346W	YOR346W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
RFC2	YJR068W	YJR068W_mRNA	protein_coding	0	0	0	17	8	0	0	0	0	0	0	0	0	9
RFC3	YNL290W	YNL290W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RFC5	YBR087W	YBR087W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
RFS1	YBR052C	YBR052C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RFT1	YBL020W	YBL020W_mRNA	protein_coding	0	2	0	22	16	0	0	0	0	0	0	0	2	6
RFU1	YLR073C	YLR073C_mRNA	protein_coding	0	1	0	17	4	0	0	0	0	0	0	0	1	13
RGC1	YPR115W	YPR115W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RGD1	YBR260C	YBR260C_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
RGD2	YFL047W	YFL047W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RGI1	YER067W	YER067W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RGR1	YLR071C	YLR071C_mRNA	protein_coding	0	1	0	18	11	0	0	0	0	0	0	0	1	7
RHB1	YCR027C	YCR027C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RHO3	YIL118W	YIL118W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIA1	YNL163C	YNL163C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIB3	YDR487C	YDR487C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIB5	YBR256C	YBR256C_mRNA	protein_coding	0	4	0	21	13	0	0	0	0	0	0	0	4	8
RIC1	YLR039C	YLR039C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
RIP1	YEL024W	YEL024W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RLF2	YPR018W	YPR018W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RLI1	YDR091C	YDR091C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RMA1	YKL132C	YKL132C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RMD1	YDL001W	YDL001W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RMD9	YGL107C	YGL107C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RME1	YGR044C	YGR044C_mRNA	protein_coding	0	0	1	30	17	0	1	0	0	0	0	0	0	13
RNA15	YGL044C	YGL044C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RNH203	YLR154C	YLR154C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
RNQ1	YCL028W	YCL028W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
RNR1	YER070W	YER070W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ROM1	YGR070W	YGR070W_mRNA	protein_coding	0	0	1	4	2	0	1	0	0	0	0	0	0	2
ROM2	YLR371W	YLR371W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ROT2	YBR229C	YBR229C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPA12	YJR063W	YJR063W_mRNA	protein_coding	0	0	0	11	4	0	0	0	0	0	0	0	0	7
RPA43	YOR340C	YOR340C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPC19	YNL113W	YNL113W_mRNA	protein_coding	0	0	0	11	11	0	0	0	0	0	0	0	0	0
RPC82	YPR190C	YPR190C_mRNA	protein_coding	0	7	1	5	5	0	1	0	0	0	0	0	7	0
RPD3	YNL330C	YNL330C_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
RPG1	YBR079C	YBR079C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RPI1	YIL119C	YIL119C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPL10	YLR075W	YLR075W_mRNA	protein_coding	0	0	0	21	14	0	0	0	0	0	0	0	0	7
RPL11B	YGR085C	YGR085C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
RPL12A	YEL054C	YEL054C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPL15A	YLR029C	YLR029C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RPL16A	YIL133C	YIL133C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	1	0
RPL19A	YBR084C-A	YBR084C-A_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	1
RPL19B	YBL027W	YBL027W_mRNA	protein_coding	0	0	0	18	11	2	0	0	0	0	0	0	0	5
RPL22A	YLR061W	YLR061W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
RPL22B	YFL034C-A	YFL034C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPL24A	YGL031C	YGL031C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RPL24B	YGR148C	YGR148C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPL26A	YLR344W	YLR344W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	3
RPL26B	YGR034W	YGR034W_mRNA	protein_coding	0	0	0	9	2	3	0	0	0	0	0	0	0	4
RPL27B	YDR471W	YDR471W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RPL33A	YPL143W	YPL143W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RPL36A	YMR194W	YMR194W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RPL37B	YDR500C	YDR500C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
RPL42A	YNL162W	YNL162W_mRNA	protein_coding	0	0	0	1	0	1	0	0	0	0	0	0	0	0
RPL6A	YML073C	YML073C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
RPM2	YML091C	YML091C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RPN7	YPR108W	YPR108W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RPO21	YDL140C	YDL140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPO26	YPR187W	YPR187W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
RPO41	YFL036W	YFL036W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RPP0	YLR340W	YLR340W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
RPP1	YHR062C	YHR062C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPS11B	YBR048W	YBR048W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RPS18B	YML026C	YML026C_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
RPS22B	YLR367W	YLR367W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
RPS23A	YGR118W	YGR118W_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	4
RPS25A	YGR027C	YGR027C_mRNA	protein_coding	0	0	0	8	7	0	0	0	0	0	0	0	0	1
RPS25B	YLR333C	YLR333C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RPS28B	YLR264W	YLR264W_mRNA	protein_coding	0	0	0	26	9	0	0	0	0	0	0	0	0	17
RPS30A	YLR287C-A	YLR287C-A_mRNA	protein_coding	0	0	0	29	12	0	0	0	0	0	0	0	0	17
RPS7B	YNL096C	YNL096C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RQC1	YDR333C	YDR333C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
RRD1	YIL153W	YIL153W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
RRD2	YPL152W	YPL152W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RRG8	YPR116W	YPR116W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RRN10	YBL025W	YBL025W_mRNA	protein_coding	0	1	1	14	1	0	1	0	0	0	0	0	1	13
RRN11	YML043C	YML043C_mRNA	protein_coding	0	1	0	7	0	0	0	0	0	0	0	0	1	7
RRN5	YLR141W	YLR141W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RRN6	YBL014C	YBL014C_mRNA	protein_coding	0	4	1	23	10	0	1	0	0	0	0	0	4	13
RRP36	YOR287C	YOR287C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RRP43	YCR035C	YCR035C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
RRT12	YCR045C	YCR045C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RRT14	YIL127C	YIL127C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RRT16	YNL105W	YNL105W_mRNA	protein_coding	0	0	0	16	4	0	0	0	0	0	0	0	0	12
RSC1	YGR056W	YGR056W_mRNA	protein_coding	0	5	2	9	1	0	2	0	0	0	0	0	5	8
RSC30	YHR056C	YHR056C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RSC58	YLR033W	YLR033W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RSC9	YML127W	YML127W_mRNA	protein_coding	0	3	0	18	11	0	0	0	0	0	0	0	3	7
RSE1	YML049C	YML049C_mRNA	protein_coding	0	5	4	10	7	0	4	0	0	0	0	0	5	3
RSM19	YNR037C	YNR037C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RSM28	YDR494W	YDR494W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RSR1	YGR152C	YGR152C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RTC1	YOL138C	YOL138C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RTG2	YGL252C	YGL252C_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
RTP1	YMR185W	YMR185W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RTS3	YGR161C	YGR161C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
RUF21	RUF21	RUF21_ncRNA	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SAE2	YGL175C	YGL175C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
SAE3	YHR079C-A	YHR079C-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SAL1	YNL083W	YNL083W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SAM2	YDR502C	YDR502C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SAP4	YGL229C	YGL229C_mRNA	protein_coding	0	0	1	3	0	0	1	0	0	0	0	0	0	3
SAY1	YGR263C	YGR263C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SCD5	YOR329C	YOR329C_mRNA	protein_coding	0	2	0	3	1	0	0	0	0	0	0	0	2	2
SCL1	YGL011C	YGL011C_mRNA	protein_coding	0	0	0	6	3	0	0	0	0	0	0	0	0	3
SCM4	YGR049W	YGR049W_mRNA	protein_coding	0	0	0	23	12	0	0	0	0	0	0	0	0	11
SCT1	YBL011W	YBL011W_mRNA	protein_coding	0	8	2	18	11	0	2	0	0	0	0	0	8	7
SDC1	YDR469W	YDR469W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SDD1	YEL057C	YEL057C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SDO1	YLR022C	YLR022C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
SDS23	YGL056C	YGL056C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SDS24	YBR214W	YBR214W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SDT1	YGL224C	YGL224C_mRNA	protein_coding	0	0	0	9	9	0	0	0	0	0	0	0	0	0
SEA4	YBL104C	YBL104C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SEC13	YLR208W	YLR208W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
SEC15	YGL233W	YGL233W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
SEC18	YBR080C	YBR080C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SEC21	YNL287W	YNL287W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SEC22	YLR268W	YLR268W_mRNA	protein_coding	0	1	0	18	9	0	0	0	0	0	0	0	1	9
SEC65	YML105C	YML105C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SEC72	YLR292C	YLR292C_mRNA	protein_coding	0	0	0	21	13	0	0	0	0	0	0	0	0	8
SED5	YLR026C	YLR026C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
SGA1	YIL099W	YIL099W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SGD1	YLR336C	YLR336C_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	1
SGS1	YMR190C	YMR190C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SGV1	YPR161C	YPR161C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SHC1	YER096W	YER096W_mRNA	protein_coding	0	0	1	0	0	0	1	0	0	0	0	0	0	0
SHE1	YBL031W	YBL031W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
SHE10	YGL228W	YGL228W_mRNA	protein_coding	0	0	1	6	5	0	1	0	0	0	0	0	0	1
SHE2	YKL130C	YKL130C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SHG1	YBR258C	YBR258C_mRNA	protein_coding	0	0	0	21	16	0	0	0	0	0	0	0	0	5
SHY1	YGR112W	YGR112W_mRNA	protein_coding	0	1	0	12	4	0	0	0	0	0	0	0	1	8
SIC1	YLR079W	YLR079W_mRNA	protein_coding	0	0	0	25	11	0	0	0	0	0	0	0	0	14
SIL1	YOL031C	YOL031C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SIM1	YIL123W	YIL123W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SIP2	YGL208W	YGL208W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SKI3	YPR189W	YPR189W_mRNA	protein_coding	0	3	2	8	8	0	2	0	0	0	0	0	3	0
SKI8	YGL213C	YGL213C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
SKN1	YGR143W	YGR143W_mRNA	protein_coding	0	0	1	13	7	0	1	0	0	0	0	0	0	6
SKP1	YDR328C	YDR328C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
SLA1	YBL007C	YBL007C_mRNA	protein_coding	0	3	1	21	11	0	1	0	0	0	0	0	3	10
SLD5	YDR489W	YDR489W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SLM2	YNL047C	YNL047C_mRNA	protein_coding	0	0	0	8	0	0	0	0	0	0	0	0	0	8
SLM4	YBR077C	YBR077C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
SLM5	YCR024C	YCR024C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
SLN1	YIL147C	YIL147C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
SLP1	YOR154W	YOR154W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SLS1	YLR139C	YLR139C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SLX1	YBR228W	YBR228W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	1	0
SLX9	YGR081C	YGR081C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
SMA2	YML066C	YML066C_mRNA	protein_coding	0	0	1	1	1	0	1	0	0	0	0	0	0	0
SMC4	YLR086W	YLR086W_mRNA	protein_coding	0	3	4	12	6	0	4	0	0	0	0	0	3	6
SMC6	YLR383W	YLR383W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SMD1	YGR074W	YGR074W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
SMD2	YLR275W	YLR275W_mRNA	protein_coding	0	0	0	16	6	0	0	0	0	0	0	0	0	10
SMD3	YLR147C	YLR147C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
SME1	YOR159C	YOR159C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SMF3	YLR034C	YLR034C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SNC2	YOR327C	YOR327C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	1
SNF2	YOR290C	YOR290C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SNF7	YLR025W	YLR025W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
SNL1	YIL016W	YIL016W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SNO2	YNL334C	YNL334C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SNT1	YCR033W	YCR033W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
SNU56	YDR240C	YDR240C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
SNZ2	YNL333W	YNL333W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SNZ3	YFL059W	YFL059W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SOL1	YNR034W	YNR034W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
SPB1	YCL054W	YCL054W_mRNA	protein_coding	0	2	0	26	16	0	0	0	0	0	0	0	2	10
SPC2	YML055W	YML055W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
SPC3	YLR066W	YLR066W_mRNA	protein_coding	0	0	0	12	8	0	0	0	0	0	0	0	0	4
SPC98	YNL126W	YNL126W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
SPF1	YEL031W	YEL031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SPG3	YDR504C	YDR504C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
SPG5	YMR191W	YMR191W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
SPH1	YLR313C	YLR313C_mRNA	protein_coding	0	0	0	9	7	0	0	0	0	0	0	0	0	2
SPO23	YBR250W	YBR250W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
SPO71	YDR104C	YDR104C_mRNA	protein_coding	0	1	1	3	1	0	1	0	0	0	0	0	1	2
SPO77	YLR341W	YLR341W_mRNA	protein_coding	0	0	1	1	0	0	1	0	0	0	0	0	0	1
SPR3	YGR059W	YGR059W_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
SPS22	YCL048W	YCL048W_mRNA	protein_coding	0	2	2	24	9	0	2	0	0	0	0	0	2	15
